CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,Segment
12416.0,657,1,202.56,1,-1.9747411550710854,0.349934150596881,At-Risk Customers
12417.0,3,20,6797.41,0,3.028259305084768,-0.524767148692552,Loyal Customers
12418.0,113,4,2021.2,0,0.31050356385457983,0.42372110700049814,Loyal Customers
12419.0,386,2,503.01,1,-1.0914378358151544,0.48401070359270876,At-Risk Customers
12420.0,64,1,600.39,1,-0.7435790571116366,-0.5933159290465669,At-Risk Customers
12421.0,16,6,1098.6,0,0.9137052777321286,-0.6885183718653268,Loyal Customers
12422.0,96,17,5231.8,0,1.7608041910592231,1.0953868340923056,Loyal Customers
12423.0,1,10,2622.39,0,2.337818218616494,-1.4355389235797082,Loyal Customers
12424.0,163,4,3340.03,0,0.41531987145521715,0.7781087320607135,Loyal Customers
12425.0,78,2,1741.41,1,-0.025922125903258115,-0.0110881422499325,At-Risk Customers
12426.0,195,2,1345.21,1,-0.4350072064496849,0.41047970805535905,At-Risk Customers
12427.0,22,3,825.8,0,0.2627289043810125,-0.8143250812292938,Loyal Customers
12428.0,26,9,7956.46,0,1.9135030294832778,0.30403805323477234,Loyal Customers
12429.0,9,8,6204.41,0,2.0449571174778383,-0.3581189056831141,Loyal Customers
12430.0,43,1,256.4,1,-0.9935156359274699,-1.0686045874551946,At-Risk Customers
12431.0,36,27,10432.22,0,2.7161476218973872,0.9377511213354586,Loyal Customers
12432.0,43,5,5059.32,0,1.165048439906977,0.24723849329728234,Loyal Customers
12433.0,1,10,16794.14,0,3.1614521244751135,-0.8660848715194592,Loyal Customers
12434.0,85,3,1103.43,1,-0.03648136514437916,0.0011891731841143169,At-Risk Customers
12435.0,80,6,13925.93,0,1.5337589685018915,0.9504649200733553,Loyal Customers
12436.0,100,1,509.01,1,-0.9596044597845776,-0.4010141199136354,At-Risk Customers
12437.0,2,39,12683.4,0,3.889265925528254,-0.25604984306816914,Loyal Customers
12438.0,14,2,2906.85,0,0.7399957103445456,-0.7694678349216801,Loyal Customers
12439.0,683,2,1142.88,1,-0.912529167173789,1.0492136622625994,At-Risk Customers
12440.0,462,2,859.2,1,-0.9124327669932519,0.7467700951406322,At-Risk Customers
12441.0,367,1,173.55,1,-1.8545143908564654,-0.017432615237430765,At-Risk Customers
12442.0,3,1,172.06,1,-0.3920942937236178,-2.5116549656529736,At-Risk Customers
12443.0,732,1,485.31,1,-1.6233999156028438,0.6765253253768333,At-Risk Customers
12444.0,21,5,5005.46,0,1.3850594948589077,-0.13798105183049983,Loyal Customers
12445.0,22,2,434.98,1,-0.24040659168164935,-1.1159521696811217,At-Risk Customers
12446.0,58,1,1002.31,1,-0.4851231275202244,-0.4897003094176445,At-Risk Customers
12447.0,243,1,476.49,1,-1.2748437277782787,0.06480264565264351,At-Risk Customers
12448.0,44,1,449.45,1,-0.7525461182644518,-0.8845789991545782,At-Risk Customers
12449.0,22,6,4835.89,0,1.4728334293521401,-0.06761088220613178,Loyal Customers
12450.0,156,5,688.2,1,-0.1318488023726378,0.3366824103399353,At-Risk Customers
12451.0,11,8,12669.88,0,2.3025313377154704,-0.03869691057161998,Loyal Customers
12452.0,17,2,430.57,1,-0.16543395645300155,-1.2541376472541674,At-Risk Customers
12453.0,134,1,707.09,1,-0.9081194056505342,-0.14048775382120418,At-Risk Customers
12454.0,56,5,16679.78,0,1.610272227265196,0.7557344397003499,Loyal Customers
12455.0,73,10,5879.95,0,1.5250638370464673,0.80174270045871,Loyal Customers
12456.0,44,3,3181.04,0,0.6429703628407667,-0.03113386640073107,Loyal Customers
12457.0,66,8,2995.91,0,1.1053008278096876,0.466739677854385,Loyal Customers
12458.0,71,4,1777.49,0,0.4025400837510655,0.13112114698181745,Loyal Customers
12459.0,605,1,454.36,1,-1.5908763777254376,0.5515162770343183,At-Risk Customers
12460.0,456,1,326.65,1,-1.6453860391649184,0.2950675703919204,At-Risk Customers
12461.0,94,2,826.88,1,-0.4158468729391792,-0.13770813994663927,At-Risk Customers
12462.0,19,2,1189.59,0,0.2505759505141152,-0.8848352957646115,Loyal Customers
12463.0,53,4,1344.78,0,0.3721460077424672,-0.11290661987284366,Loyal Customers
12464.0,10,8,1212.05,0,1.2899391487294212,-0.8062471888739845,Loyal Customers
12465.0,17,2,742.1899999999999,1,0.07568303532586393,-1.0874312416382943,At-Risk Customers
12466.0,682,1,56.73,1,-2.545874878633182,-0.016035783660393967,At-Risk Customers
12467.0,423,1,132.8,1,-2.0183885634181924,-0.02092527742251511,At-Risk Customers
12468.0,188,5,3670.74,0,0.5501275334895216,0.9519976081510727,Loyal Customers
12469.0,523,2,3070.54,1,-0.38793895417296426,1.205344395151582,At-Risk Customers
12470.0,690,1,211.95,1,-1.9706029225333568,0.390730028691321,At-Risk Customers
12471.0,2,79,39918.19,0,4.787485520028638,0.25356810488947634,Loyal Customers
12472.0,32,19,16249.29,0,2.6934054775525604,0.8874140453390187,Loyal Customers
12473.0,29,5,3928.05,0,1.1769865258288514,-0.04140639296771047,Loyal Customers
12474.0,17,31,12372.75,0,3.127223936588005,0.6419312467892788,Loyal Customers
12475.0,54,2,1149.64,1,-0.09258411718931804,-0.33789203033835363,At-Risk Customers
12476.0,16,23,14083.91,0,2.9839846959510834,0.5448239407339857,Loyal Customers
12477.0,23,9,20276.37,0,2.3666548383564185,0.5260372851447319,Loyal Customers
12478.0,4,1,680.99,1,0.1439192627411882,-1.9680766370173968,At-Risk Customers
12479.0,11,1,527.2,1,-0.2533204511675935,-1.5640544127673566,At-Risk Customers
12480.0,28,7,5464.85,0,1.5536617797591448,0.1465063060191097,Loyal Customers
12481.0,23,15,12185.51,0,2.4989501005047146,0.5419652286245115,Loyal Customers
12482.0,576,29,23691.4,0,2.2418533332065036,2.7281777252848696,Loyal Customers
12483.0,17,19,5097.18,0,2.3756936408087075,0.19786903568092964,Loyal Customers
12484.0,33,12,6354.1,0,1.9389451206014952,0.45816464344995017,Loyal Customers
12485.0,529,1,708.1,1,-1.3509421679133735,0.613524689974817,At-Risk Customers
12486.0,432,1,1037.28,1,-1.1162341415848862,0.6190999336341201,At-Risk Customers
12487.0,731,1,285.29999999999995,1,-1.85798957535551,0.5132735611055959,At-Risk Customers
12488.0,10,3,1298.66,0,0.7025477547869847,-1.0820306095000674,Loyal Customers
12489.0,336,1,334.93,1,-1.535545758199657,0.13488146764233302,At-Risk Customers
12490.0,5,21,9823.64,0,3.0955785974363472,-0.1713799791132777,Loyal Customers
12491.0,39,1,460.4,1,-0.7036991319577477,-0.94211296499216,At-Risk Customers
12492.0,63,3,715.21,1,-0.1328115296586426,-0.29445907059724563,At-Risk Customers
12493.0,166,2,433.74,1,-0.8845101884960691,-0.02443015911430246,At-Risk Customers
12494.0,16,9,1815.27,0,1.408141891738804,-0.40399430138726,Loyal Customers
12495.0,641,1,357.4,1,-1.7158083840310547,0.5098752320099013,At-Risk Customers
12496.0,620,2,45.34,1,-2.3035194634102316,0.012587903202257916,At-Risk Customers
12497.0,82,3,6248.5,0,0.7439009722698389,0.5132143477132731,Loyal Customers
12498.0,21,3,403.7000000000001,1,-0.03978653646723611,-1.0579412719582495,At-Risk Customers
12499.0,560,1,393.72,1,-1.629255386378802,0.4651669678369705,At-Risk Customers
12500.0,23,19,5955.21,0,2.351415972149319,0.40409718511705744,Loyal Customers
12501.0,337,1,2169.39,1,-0.7088191906550916,0.7087706771081065,At-Risk Customers
12502.0,96,5,3723.87,0,0.7727920390461591,0.588854214487147,Loyal Customers
12503.0,584,1,1126.0,1,-1.1774207618547978,0.8100361066898368,At-Risk Customers
12504.0,18,4,779.05,0,0.468910173129601,-0.8557446725040657,Loyal Customers
12505.0,409,1,955.2,1,-1.1350696941105214,0.56376586827105,At-Risk Customers
12506.0,233,1,73.5,1,-2.085406100702781,-0.5280540789522747,At-Risk Customers
12507.0,134,4,1844.06,1,0.21501083944202787,0.48876756296297785,At-Risk Customers
12508.0,26,2,397.88,1,-0.331852513126342,-1.05487820723679,At-Risk Customers
12509.0,284,1,176.5,1,-1.7642014489153504,-0.15312936343869038,At-Risk Customers
12510.0,143,9,5178.02,0,1.180171923854579,1.094699133832204,Loyal Customers
12511.0,429,1,3084.02,1,-0.6308813054308416,0.9492794442881448,At-Risk Customers
12512.0,66,2,132.18,1,-1.1131881466202007,-0.8905350099285234,At-Risk Customers
12513.0,113,1,612.29,1,-0.9170580636076674,-0.27773725221510925,At-Risk Customers
12514.0,267,2,1597.76,1,-0.4601845882610359,0.6356134936608399,At-Risk Customers
12515.0,353,1,383.7,1,-1.4913662414326532,0.20357793019071005,At-Risk Customers
12516.0,78,4,2648.62,0,0.5493045446589062,0.3045181223827832,Loyal Customers
12517.0,28,5,2481.6,0,0.9843174894221525,-0.20089702587456204,Loyal Customers
12518.0,1,5,2056.89,0,1.7681956383530122,-1.7319521121734116,Loyal Customers
12519.0,64,2,716.54,1,-0.3562497014260639,-0.3906866381351033,At-Risk Customers
12520.0,79,5,2634.26,0,0.6817567618210306,0.37654262546650147,Loyal Customers
12521.0,143,1,599.68,1,-1.002025841679033,-0.15538313109874605,At-Risk Customers
12522.0,39,2,192.72,1,-0.7797022667457478,-1.0598281405658259,At-Risk Customers
12523.0,19,23,4352.35,0,2.410407135168843,0.27424292188607274,Loyal Customers
12524.0,9,17,11126.11,0,2.8322411496788664,0.07479906062055307,Loyal Customers
12525.0,498,3,973.73,1,-0.6620284976168829,0.9317076437521066,At-Risk Customers
12526.0,1,3,1316.66,0,1.2614267318278456,-2.0171609760214197,Loyal Customers
12527.0,82,5,735.51,1,0.10428700246144541,0.005823041149298028,At-Risk Customers
12528.0,9,6,1933.48,0,1.3363625620994621,-0.8076438675983997,Loyal Customers
12529.0,528,1,316.48,1,-1.7068143552723722,0.3660133992393689,At-Risk Customers
12530.0,60,9,3759.26,0,1.3166744236835308,0.5232188880723055,Loyal Customers
12531.0,15,2,1933.2,0,0.5381959792715979,-0.8589597940253954,Loyal Customers
12532.0,30,1,349.83000000000004,1,-0.7425840427094367,-1.1665922847860049,At-Risk Customers
12533.0,628,2,1367.89,1,-0.8056851294039763,1.0581016696736276,At-Risk Customers
12534.0,131,1,1089.18,1,-0.7093986481096682,-0.0205149186896058,At-Risk Customers
12535.0,92,2,716.35,1,-0.47252013183047276,-0.1933860052668831,At-Risk Customers
12536.0,43,3,12601.830000000002,0,1.2608548142819576,0.37864547410930816,Loyal Customers
12537.0,409,1,732.94,1,-1.252424728835106,0.48262751350174377,At-Risk Customers
12538.0,29,2,640.45,1,-0.155265818801035,-0.8511111956917806,At-Risk Customers
12539.0,22,7,11214.75,0,1.9476986250270238,0.2392457614619539,Loyal Customers
12540.0,20,33,22254.49,0,3.383849394920702,0.9291152605181089,Loyal Customers
12541.0,30,3,981.18,1,0.24233686370697602,-0.5970297266826028,At-Risk Customers
12542.0,484,2,481.88,1,-1.183629875475276,0.595253126473742,At-Risk Customers
12543.0,448,1,980.25,1,-1.1530614961627978,0.6217663464228044,At-Risk Customers
12544.0,36,1,372.7,1,-0.7719398584845563,-1.0497305071794274,At-Risk Customers
12545.0,75,2,1000.39,1,-0.2590807381567292,-0.20230399887131434,At-Risk Customers
12546.0,47,2,1161.5,1,-0.043893140190678116,-0.40975826500407536,At-Risk Customers
12547.0,198,3,383.58,1,-0.7765083371364393,0.13990717008015974,At-Risk Customers
12548.0,166,1,95.2,1,-1.862622672739995,-0.6355222926228921,At-Risk Customers
12549.0,576,6,1575.68,1,-0.06931221655876288,1.364152721054516,At-Risk Customers
12550.0,79,1,964.83,1,-0.6007454602331675,-0.3335981293593756,At-Risk Customers
12551.0,358,1,168.0,1,-1.8608200656760765,-0.04098689403447545,At-Risk Customers
12552.0,39,2,437.82,1,-0.41696543091529725,-0.8090347243090882,At-Risk Customers
12553.0,8,12,4608.75,0,2.227488076867165,-0.3726962722247135,Loyal Customers
12554.0,449,1,468.5,1,-1.4808010037824633,0.396894411773326,At-Risk Customers
12555.0,682,1,129.23,1,-2.184979214682485,0.2334846607334725,At-Risk Customers
12556.0,50,2,599.56,1,-0.35654656764765397,-0.5789276916778177,At-Risk Customers
12557.0,16,8,18096.14,0,2.347717397707761,0.262554630577681,Loyal Customers
12558.0,8,1,269.96,1,-0.45615515832352316,-1.9273062856819871,At-Risk Customers
12559.0,311,2,561.71,1,-0.9727130217281669,0.3990995670282057,At-Risk Customers
12560.0,5,3,2134.01,0,1.1192905801118231,-1.26377939999504,Loyal Customers
12561.0,303,1,238.85,1,-1.6515799246455325,-0.025232921415142537,At-Risk Customers
12562.0,8,9,4966.92,0,2.0607431494095225,-0.4458146790198498,Loyal Customers
12563.0,409,1,249.24,1,-1.7297623965173117,0.1525999768387739,At-Risk Customers
12564.0,261,1,456.9,1,-1.3165074461759332,0.09117312026367377,At-Risk Customers
12565.0,289,1,145.92,1,-1.8537214940366429,-0.2015405998289097,At-Risk Customers
12566.0,86,1,351.65,1,-1.0748965712329213,-0.59639688019152,At-Risk Customers
12567.0,23,15,11767.48,0,2.483465634841757,0.5312593899587675,Loyal Customers
12568.0,645,1,70.0,1,-2.4360290741942703,0.01673524396540483,At-Risk Customers
12569.0,2,32,4124.69,0,3.2444183928408474,-0.6709739789978432,Loyal Customers
12570.0,682,1,77.52,1,-2.4094279730104313,0.0783025415897755,At-Risk Customers
12571.0,40,2,519.61,1,-0.3491523335285696,-0.7430073591615631,At-Risk Customers
12572.0,9,2,1020.42,0,0.407347031653665,-1.3137784650456548,Loyal Customers
12573.0,227,5,717.41,1,-0.23441498954198786,0.5549990418441483,At-Risk Customers
12574.0,316,1,218.45,1,-1.7045909374199668,-0.029423191825777798,At-Risk Customers
12575.0,457,2,622.8199999999999,1,-1.051448340924974,0.6422387013884601,At-Risk Customers
12576.0,36,8,2142.72,0,1.1492067371764125,0.036796779828388824,Loyal Customers
12577.0,35,8,1617.1,0,1.0333053043868141,-0.06457647903556081,Loyal Customers
12578.0,21,4,4642.45,0,1.2127258268767038,-0.22782810184653504,Loyal Customers
12579.0,78,1,440.42,1,-0.9440168302841461,-0.5806844513448369,At-Risk Customers
12580.0,247,2,1052.9,1,-0.6199056744340778,0.4650597920825658,At-Risk Customers
12581.0,40,1,197.71,1,-1.0854193769146574,-1.1868894430483812,At-Risk Customers
12582.0,239,4,1980.4,1,0.06007125178225218,0.8276706217352888,At-Risk Customers
12583.0,3,27,13591.58,0,3.554848451157748,-0.2069243897359321,Loyal Customers
12584.0,4,9,2338.15,0,1.917197004334577,-1.000718484031039,Loyal Customers
12585.0,234,2,2040.1,1,-0.30921794056181046,0.6381271434419947,At-Risk Customers
12586.0,17,4,2062.67,0,0.918031883109235,-0.5871387892081045,Loyal Customers
12587.0,8,1,144.0,1,-0.7335227243468317,-2.1190760553072483,At-Risk Customers
12588.0,39,4,958.78,0,0.31950264720382054,-0.3819474093698222,Loyal Customers
12589.0,29,8,4695.66,0,1.5651449615468225,0.16179611740518274,Loyal Customers
12590.0,211,2,9864.26,0,0.4231165100980103,1.064611596193716,Loyal Customers
12591.0,317,3,1338.95,1,-0.37476106850981133,0.7810483331681496,At-Risk Customers
12592.0,92,5,2582.66,0,0.6241598949560235,0.45344593611073997,Loyal Customers
12593.0,109,3,418.1,1,-0.5461481197037007,-0.1603860350499141,At-Risk Customers
12594.0,38,15,5090.110000000001,0,1.9543145152439674,0.5417781420083315,Loyal Customers
12595.0,505,1,299.02,1,-1.7174941884379402,0.32417006918098207,At-Risk Customers
12596.0,51,2,618.27,1,-0.34923330398329083,-0.5588182962983234,At-Risk Customers
12597.0,19,4,3811.22,0,1.1561287028851357,-0.3408441571615328,Loyal Customers
12598.0,10,11,4534.09,0,2.0941772573111197,-0.29644010495906886,Loyal Customers
12599.0,29,13,2296.72,0,1.5846935920798062,0.10429960240592395,Loyal Customers
12600.0,29,21,4967.42,0,2.2712504198911905,0.50633563698668,Loyal Customers
12601.0,190,6,681.26,1,-0.0824283350148343,0.4980381621766604,At-Risk Customers
12602.0,59,1,153.12,1,-1.321618021669817,-1.0550173301880057,At-Risk Customers
12603.0,22,1,739.1999999999999,1,-0.3145808662334488,-1.102068482427874,At-Risk Customers
12604.0,79,2,254.18,1,-0.8822185901620028,-0.5933736553842196,At-Risk Customers
12605.0,376,4,1232.95,1,-0.2964561944015578,0.9312592684568182,At-Risk Customers
12606.0,682,1,21.0,1,-2.9738499744895592,-0.3119344235569912,At-Risk Customers
12607.0,60,1,1579.51,1,-0.29433288550310976,-0.33194675486037606,At-Risk Customers
12608.0,405,1,415.79,1,-1.5002655203968611,0.30367218263362594,At-Risk Customers
12609.0,78,9,3435.86,0,1.1929352711693053,0.6381153146926942,Loyal Customers
12610.0,23,5,2099.54,0,0.9715464733307313,-0.3564287818847286,Loyal Customers
12611.0,52,1,1193.32,1,-0.37303730838507754,-0.4953426780429309,At-Risk Customers
12612.0,74,1,704.0400000000001,1,-0.7194402149278655,-0.46569355548246494,At-Risk Customers
12613.0,57,10,6817.37,0,1.6696723642355142,0.7128660384053467,Loyal Customers
12614.0,278,1,315.6,1,-1.5005934168846558,0.012632755216082373,At-Risk Customers
12615.0,2,8,5740.98,0,2.400921558204267,-1.0453376219073667,Loyal Customers
12616.0,95,3,1131.1,1,-0.061172620390693544,0.06939144275888783,At-Risk Customers
12617.0,29,1,352.98,1,-0.727986346645225,-1.181918495608189,At-Risk Customers
12618.0,22,1,177.31,1,-0.9460275252679323,-1.5386457725192033,At-Risk Customers
12619.0,16,10,3781.38,0,1.8062002435398479,-0.1440983165180845,Loyal Customers
12620.0,15,3,1339.41,0,0.5947464467506064,-0.8660981076623653,Loyal Customers
12621.0,2,35,24311.2,0,4.09759511609582,-0.09507890442946174,Loyal Customers
12622.0,232,1,180.1,1,-1.6899722407928102,-0.2579741506374322,At-Risk Customers
12623.0,276,7,3747.84,0,0.6546261444911561,1.2743495370188374,Loyal Customers
12624.0,106,2,641.13,1,-0.5671316361367658,-0.15009270667079536,At-Risk Customers
12625.0,212,4,5164.88,0,0.5238784242804491,1.0558246785573617,Loyal Customers
12626.0,23,9,6620.48,0,1.8701617883687007,0.18276586670971964,Loyal Customers
12627.0,11,7,4478.53,0,1.751501996226483,-0.4007439589331786,Loyal Customers
12628.0,4,3,786.46,0,0.7359373163901669,-1.6701640437623972,Loyal Customers
12629.0,386,2,1558.22,1,-0.5904383697103267,0.8303978229476373,At-Risk Customers
12630.0,10,2,1270.88,0,0.473728795785785,-1.1939973859302102,Loyal Customers
12631.0,57,6,3481.57,0,1.02718232595061,0.34129743805555546,Loyal Customers
12632.0,521,2,804.88,1,-0.9802617025675396,0.7928525999924745,At-Risk Customers
12633.0,59,7,5678.16,0,1.3348942759032052,0.5588663980478207,Loyal Customers
12634.0,536,2,490.0,1,-1.209257450114596,0.6564887728356047,At-Risk Customers
12635.0,90,4,2930.41,0,0.5482862077380469,0.4134375448785319,Loyal Customers
12636.0,739,1,141.0,1,-2.172586013553445,0.3041903004219008,At-Risk Customers
12637.0,67,12,8283.81,0,1.8318199078638109,0.9214325785382247,Loyal Customers
12638.0,33,2,921.49,1,-0.03466380946839897,-0.6707003965472969,At-Risk Customers
12639.0,239,3,1312.37,1,-0.29239934717507216,0.6198393005223409,At-Risk Customers
12640.0,24,3,1174.58,0,0.3918255229071932,-0.660430568969683,Loyal Customers
12641.0,115,1,185.9,1,-1.449834695632992,-0.6326126321033563,At-Risk Customers
12642.0,25,3,1013.26,0,0.3136286250143521,-0.6840910699698309,Loyal Customers
12643.0,128,12,8304.82,0,1.625319981378762,1.2750296804697776,Loyal Customers
12644.0,130,4,1918.49,1,0.24230782112905566,0.48432418902815627,At-Risk Customers
12645.0,34,8,3539.3,0,1.3897757734957763,0.1600461216037223,Loyal Customers
12646.0,5,2,1346.97,0,0.6960486960435028,-1.5101686688764377,Loyal Customers
12647.0,22,36,16955.55,0,3.298154296193381,0.9267981783655516,Loyal Customers
12648.0,155,4,1112.0,1,-0.05609939963756572,0.4134046337943326,At-Risk Customers
12649.0,107,8,2294.65,0,0.832234078427236,0.6480578467893138,Loyal Customers
12650.0,3,1,314.44,1,-0.12577610708646383,-2.327524650668227,At-Risk Customers
12651.0,335,4,377.75,1,-0.7830818969641956,0.5055571994020926,At-Risk Customers
12652.0,331,2,1017.03,1,-0.7298553005374586,0.6151745738664447,At-Risk Customers
12653.0,149,3,4160.83,0,0.37165518168970785,0.7146106870021681,Loyal Customers
12654.0,11,5,601.98,0,0.6426381914687045,-1.1211668708454907,Loyal Customers
12655.0,424,1,261.35,1,-1.7204485836518324,0.1868942673334011,At-Risk Customers
12656.0,17,8,6407.83,0,1.8686720224084266,-0.024343923053020283,Loyal Customers
12657.0,11,4,1643.18,0,0.948696967651216,-0.8802571199736249,Loyal Customers
12658.0,19,1,686.05,1,-0.30231760797791823,-1.2019343838682852,At-Risk Customers
12659.0,30,1,91.68,1,-1.3331078025206307,-1.574875801856344,At-Risk Customers
12660.0,11,1,245.1,1,-0.5921291375307782,-1.7983040932993817,At-Risk Customers
12661.0,436,1,162.0,1,-1.9406087530654297,0.05626216621208716,At-Risk Customers
12662.0,1,20,6726.54,0,3.2483685915667135,-0.9099187773074164,Loyal Customers
12663.0,625,2,239.4,1,-1.5757894886364727,0.5219513458638483,At-Risk Customers
12664.0,8,11,6070.04,0,2.288643373624063,-0.3175493458558533,Loyal Customers
12665.0,325,3,313.6,1,-1.0256602689795582,0.35028253296422446,At-Risk Customers
12666.0,394,1,1248.42,1,-1.0043303010837152,0.6252649680203539,At-Risk Customers
12667.0,58,1,620.13,1,-0.6978473158668792,-0.6367761524148412,At-Risk Customers
12668.0,12,10,11383.03,0,2.381992592872597,0.046039540339863065,Loyal Customers
12669.0,151,3,2744.03,1,0.18274232929269266,0.5942656259330837,At-Risk Customers
12670.0,10,7,3760.29,0,1.7021908311512008,-0.5022892580368212,Loyal Customers
